Allen_ID;R;G;B;name;nutil_id;D1R_classifier;D2R_classifier
935;64;166;102;Anterior cingulate area, dorsal part, layer 1;924;general;general
936;255;252;145;Declive (VI);925;general;general
937;8;133;140;Visual areas, layer 5;926;general;general
938;255;179;217;Paragigantocellular reticular nucleus;927;general;general
939;255;179;217;Nucleus ambiguus, dorsal division;928;general;general
940;204;204;204;cingulum bundle;929;fibrous;fibrous
941;204;204;204;vestibulospinal pathway;930;fibrous;fibrous
942;160;238;157;Endopiriform nucleus;931;general;general
943;31;157;90;Primary motor area, Layer 2/3;932;general;general
944;255;252;145;Folium-tuber vermis (VII);933;general;general
945;24;128;100;Primary somatosensory area, upper limb, layer 6a;934;general;general
946;255;76;62;Posterior hypothalamic nucleus;935;general;general
947;31;157;90;Somatomotor areas, Layer 6b;936;general;general
948;204;204;204;cochlear nerve;937;fibrous;fibrous
949;204;204;204;vomeronasal nerve;938;fibrous;fibrous
950;24;128;100;Primary somatosensory area, mouth, layer 4;939;general;general
951;255;252;145;Pyramus (VIII);940;general;general
952;160;238;157;Endopiriform nucleus, dorsal part;941;general;general
953;255;144;159;Pineal body;942;general;general
954;1;147;153;Primary auditory area, layer 6a;943;general;general
955;255;179;217;Lateral reticular nucleus, magnocellular part;944;general;general
956;204;204;204;corpus callosum, anterior forceps;945;fibrous;fibrous
957;255;252;145;Uvula (IX);946;general;general
958;255;144;159;Epithalamus;947;general;general
959;1;147;153;Ventral auditory area, layer 1;948;general;general
960;204;204;204;cerebellum related fiber tracts;949;fibrous;fibrous
961;106;203;186;Piriform area;950;general;general
962;31;157;90;Secondary motor area, layer 2/3;951;general;general
963;255;179;217;Lateral reticular nucleus, parvicellular part;952;general;general
964;204;204;204;corpus callosum, extreme capsule;953;fibrous;fibrous
965;26;166;152;Retrosplenial area, lateral agranular part, layer 2/3;954;general;general
966;160;238;157;Endopiriform nucleus, ventral part;955;general;general
967;204;204;204;cranial nerves;956;fibrous;fibrous
968;255;252;145;Nodulus (X);957;general;general
969;36;138;94;Orbital area, ventrolateral part, layer 1;958;general;general
970;255;179;217;Paragigantocellular reticular nucleus, dorsal part;959;general;general
971;204;204;204;corpus callosum, posterior forceps;960;fibrous;fibrous
972;47;168;80;Prelimbic area;961;general;general
973;8;133;140;Lateral visual area, layer 2/3;962;general;general
974;24;128;100;Primary somatosensory area, mouth, layer 5;963;general;general
975;255;144;255;Edinger-Westphal nucleus;964;general;general
976;255;252;145;Lobule II;965;general;general
977;13;159;145;Ectorhinal area/Layer 6a;966;general;general
978;255;179;217;Paragigantocellular reticular nucleus, lateral part;967;general;general
979;204;204;204;corpus callosum, rostrum;968;fibrous;fibrous
980;255;76;62;Dorsal premammillary nucleus;969;general;general
981;24;128;100;Primary somatosensory area, barrel field, layer 1;970;general;general
982;126;208;75;Fasciola cinerea;971;general;general
983;204;204;204;lateral forebrain bundle system;972;fibrous;fibrous
984;255;252;145;Lobule III;973;general;general
985;31;157;90;Primary motor area;974;general;general
986;204;204;204;corpus callosum, splenium;975;fibrous;fibrous
987;255;186;134;Pons, motor related;976;general;general
988;13;159;145;Ectorhinal area/Layer 5;977;general;general
989;255;253;188;Fastigial nucleus;978;general;general
990;1;147;153;Ventral auditory area, layer 4;979;general;general
991;204;204;204;medial forebrain bundle system;980;fibrous;fibrous
992;255;252;145;Lobule IV;981;general;general
993;31;157;90;Secondary motor area;982;general;general
994;204;204;204;corticobulbar tract;983;fibrous;fibrous
995;255;179;217;Paramedian reticular nucleus;984;general;general
996;33;152;102;Agranular insular area, dorsal part, layer 1;985;general;general
997;255;255;255;root;986;general;general
998;128;205;248;Fundus of striatum;987;heavily;heavily
999;50;184;37;Entorhinal area, lateral part, layer 2/3;988;general;general
1000;204;204;204;extrapyramidal fiber systems;989;fibrous;fibrous
1001;255;252;145;Lobule V;990;general;general
1002;1;147;153;Primary auditory area;991;general;general
1003;204;204;204;corticopontine tract;992;fibrous;fibrous
1004;255;76;62;Ventral premammillary nucleus;993;general;general
1005;1;147;153;Primary auditory area, layer 6b;994;general;general
1006;24;128;100;Primary somatosensory area, trunk, layer 1;995;general;general
1007;255;252;145;Simple lobule;996;general;general
1008;255;128;132;Geniculate group, dorsal thalamus;997;general;general
1009;204;204;204;fiber tracts;998;fibrous;fibrous
1010;17;173;131;Visceral area, layer 4;999;general;general
1011;1;147;153;Dorsal auditory area;1000;general;general
1012;204;204;204;corticorubral tract;1001;fibrous;fibrous
1014;255;144;159;Geniculate group, ventral thalamus;1002;general;general
1015;64;166;102;Anterior cingulate area, dorsal part, layer 5;1003;general;general
1016;204;204;204;olfactory nerve layer of main olfactory bulb;1004;fibrous;fibrous
1017;255;252;145;Ansiform lobule;1005;general;general
1018;1;147;153;Ventral auditory area;1006;general;general
1019;204;204;204;corticospinal tract, crossed;1007;fibrous;fibrous
1020;255;144;159;Posterior complex of the thalamus;1008;general;general
1021;31;157;90;Secondary motor area, layer 6a;1009;general;general
1022;133;153;204;Globus pallidus, external segment;1010;fibrous;fibrous
1023;1;147;153;Ventral auditory area, layer 5;1011;general;general
1024;170;170;170;grooves;1012;fibrous;fibrous
1025;255;252;145;Paramedian lobule;1013;general;general
1026;24;128;100;Primary somatosensory area, upper limb, layer 6b;1014;general;general
1027;1;147;153;Posterior auditory area;1015;general;general
1028;204;204;204;corticospinal tract, uncrossed;1016;fibrous;fibrous
1029;255;144;159;Posterior limiting nucleus of the thalamus;1017;general;general
1030;24;128;100;Primary somatosensory area, lower limb, layer 1;1018;general;general
1031;133;153;204;Globus pallidus, internal segment;1019;fibrous;fibrous
1032;170;170;170;grooves of the cerebral cortex;1020;fibrous;fibrous
1033;255;252;145;Copula pyramidis;1021;general;general
1034;98;208;159;Taenia tecta, dorsal part, layer 1;1022;general;general
1035;24;128;100;Supplemental somatosensory area, layer 4;1023;general;general
1036;204;204;204;corticotectal tract;1024;fibrous;fibrous
1037;72;200;60;Postsubiculum;1025;general;general
1038;24;128;100;Primary somatosensory area, barrel field, layer 6a;1026;general;general
1039;255;165;210;Gracile nucleus;1027;general;general
1040;170;170;170;grooves of the cerebellar cortex;1028;fibrous;fibrous
1041;255;252;145;Paraflocculus;1029;general;general
1042;98;208;159;Taenia tecta, dorsal part, layer 2;1030;general;general
1043;204;204;204;crossed tectospinal pathway;1031;fibrous;fibrous
1044;255;128;132;Peripeduncular nucleus;1032;general;general
1045;13;159;145;Ectorhinal area/Layer 6b;1033;general;general
1046;8;133;140;Anteromedial visual area, layer 6a;1034;general;general
1047;24;128;100;Primary somatosensory area, barrel field, layer 4;1035;general;general
1048;255;179;217;Gigantocellular reticular nucleus;1036;general;general
1049;255;252;145;Flocculus;1037;general;general
1050;98;208;159;Taenia tecta, dorsal part, layer 3;1038;general;general
1051;204;204;204;direct tectospinal pathway;1039;fibrous;fibrous
1052;255;166;255;Pedunculopontine nucleus;1040;general;general
1053;64;166;102;Anterior cingulate area, layer 2/3;1041;general;general
1054;89;179;99;Infralimbic area, layer 6a;1042;general;general
1055;170;170;170;endorhinal groove;1043;fibrous;fibrous
1056;255;252;145;Crus 1;1044;general;general
1057;0;156;117;Gustatory areas;1045;general;general
1058;17;173;131;Visceral area, layer 5;1046;general;general
1059;98;208;159;Taenia tecta, dorsal part, layer 4;1047;general;general
1060;204;204;204;doral tegmental decussation;1048;fibrous;fibrous
1061;255;144;255;Posterior pretectal nucleus;1049;general;general
1062;24;128;100;Primary somatosensory area, barrel field, layer 6b;1050;general;general
1063;170;170;170;hippocampal fissure;1051;fibrous;fibrous
1064;255;252;145;Crus 2;1052;general;general
1065;255;155;136;Hindbrain;1053;general;general
1066;8;133;140;Anteromedial visual area, layer 2/3;1054;general;general
1067;98;208;159;Taenia tecta, ventral part, layer 1;1055;general;general
1068;204;204;204;dorsal thalamus related;1056;fibrous;fibrous
1069;255;179;217;Parapyramidal nucleus;1057;general;general
1070;24;128;100;Primary somatosensory area, barrel field, layer 5;1058;general;general
1071;170;170;170;rhinal fissure;1059;fibrous;fibrous
1072;255;128;132;Medial geniculate complex, dorsal part;1060;general;general
1073;255;252;145;Hemispheric regions;1061;general;general
1074;8;133;140;Anterolateral visual area, layer 1;1062;general;general
1075;98;208;159;Taenia tecta, ventral part, layer 2;1063;general;general
1076;204;204;204;efferent cochleovestibular bundle;1064;fibrous;fibrous
1077;255;144;159;Perireunensis nucleus;1065;general;general
1078;170;170;170;rhinal incisure;1066;fibrous;fibrous
1079;255;128;132;Medial geniculate complex, ventral part;1067;general;general
1080;126;208;75;Hippocampal region;1068;general;general
1081;89;179;99;Infralimbic area, layer 6b;1069;general;general
1082;98;208;159;Taenia tecta, ventral part, layer 3;1070;general;general
1083;204;204;204;epithalamus related;1071;fibrous;fibrous
1084;89;185;71;Presubiculum;1072;general;general
1085;31;157;90;Secondary motor area, layer 6b;1073;general;general
1086;24;128;100;Primary somatosensory area, trunk, layer 4;1074;general;general
1087;170;170;170;precentral fissure;1075;fibrous;fibrous
1088;255;128;132;Medial geniculate complex, medial part;1076;general;general
1089;126;208;75;Hippocampal formation;1077;general;general
1090;24;128;100;Supplemental somatosensory area, layer 5;1078;general;general
1091;255;252;145;Lobules IV-V;1079;general;general
1092;204;204;204;external medullary lamina of the thalamus;1080;fibrous;fibrous
1093;255;186;134;Pontine reticular nucleus, caudal part;1081;general;general
1094;24;128;100;Primary somatosensory area, lower limb, layer 4;1082;general;general
1095;170;170;170;preculminate fissure;1083;fibrous;fibrous
1096;255;144;159;Anteromedial nucleus, dorsal part;1084;general;general
1097;230;68;56;Hypothalamus;1085;general;general
1098;255;179;217;Medullary reticular nucleus, dorsal part;1086;general;general
1099;204;204;204;fornix system;1087;fibrous;fibrous
1100;255;144;255;Pretectal region;1088;general;general
1101;33;152;102;Agranular insular area, dorsal part, layer 5;1089;general;general
1102;24;128;100;Primary somatosensory area, mouth, layer 6a;1090;general;general
1103;170;170;170;primary fissure;1091;fibrous;fibrous
1104;255;144;159;Anteromedial nucleus, ventral part;1092;general;general
1105;128;192;226;Intercalated amygdalar nucleus;1093;general;general
1106;17;173;131;Visceral area, layer 2/3;1094;general;general
1107;255;179;217;Medullary reticular nucleus, ventral part;1095;general;general
1108;204;204;204;genu of corpus callosum;1096;fibrous;fibrous
1109;255;85;71;Parastrial nucleus;1097;general;general
1110;255;76;62;Supramammillary nucleus, lateral part;1098;general;general
1111;24;128;100;Primary somatosensory area, trunk, layer 5;1099;general;general
1112;204;204;204;posterior superior fissure;1100;fibrous;fibrous
1113;255;144;159;Interanterodorsal nucleus of the thalamus;1101;general;general
1114;8;133;140;Anterolateral visual area, layer 4;1102;general;general
1116;204;204;204;genu of the facial nerve;1103;fibrous;fibrous
1117;255;195;149;Pons, behavioral state related;1104;general;general
1118;255;76;62;Supramammillary nucleus, medial part;1105;general;general
1119;170;170;170;prepyramidal fissure;1106;fibrous;fibrous
1120;255;144;159;Interanteromedial nucleus of the thalamus;1107;general;general
1121;50;184;37;Entorhinal area, lateral part, layer 1;1108;general;general
1123;204;204;204;inferior cerebellar peduncle;1109;fibrous;fibrous
1124;255;85;71;Suprachiasmatic preoptic nucleus;1110;general;general
1125;36;138;94;Orbital area, ventrolateral part, layer 5;1111;general;general
1126;255;76;62;Tuberomammillary nucleus, dorsal part;1112;general;general
1127;21;176;179;Temporal association areas, layer 2/3;1113;general;general
1128;24;128;100;Primary somatosensory area, lower limb, layer 5;1114;general;general
1129;255;112;128;Interbrain;1115;general;general
1131;204;204;204;intermediate nerve;1116;fibrous;fibrous
1132;255;174;111;Pons, sensory related;1117;general;general
1133;50;184;37;Entorhinal area, medial part, ventral zone, layer 5/6;1118;general;general
1139;149;228;200;Nucleus of the lateral olfactory tract, layer 3;1119;general;general
1140;168;236;211;Postpiriform transition area, layers 1;1120;general;general
1141;168;236;211;Postpiriform transition area, layers 2;1121;general;general
1142;168;236;211;Postpiriform transition area, layers 3;1122;general;general
1143;255;252;145;Cerebellar cortex, granular layer;1123;general;general
1144;255;252;145;Cerebellar cortex, molecular layer;1124;general;general
1145;236;231;84;Cerebellar cortex, Purkinje layer;1125;general;general
1216;255;128;132;Posterior triangular thalamic nucleus;1126;general;general
10671;242;72;59;Median eminence;1127;general;general
10672;236;231;84;Simple lobule, granular layer;1128;general;general
10673;255;252;145;Simple lobule, Purkinje layer;1129;general;general
10674;255;252;145;Simple lobule, molecular layer;1130;general;general
10675;236;231;84;Crus 1, granular layer;1131;general;general
10676;255;252;145;Crus 1, Purkinje layer;1132;general;general
10677;255;252;145;Crus 1, molecular layer;1133;general;general
10678;236;231;84;Crus 2, granular layer;1134;general;general
10679;255;252;145;Crus 2, Purkinje layer;1135;general;general
10680;255;252;145;Crus 2, molecular layer;1136;general;general
10681;236;231;84;Paramedian lobule, granular layer;1137;general;general
10682;255;252;145;Paramedian lobule, Purkinje layer;1138;general;general
10683;255;252;145;Paramedian lobule, molecular layer;1139;general;general
10684;236;231;84;Copula pyramidis, granular layer;1140;general;general
10685;255;252;145;Copula pyramidis, Purkinje layer;1141;general;general
10686;255;252;145;Copula pyramidis, molecular layer;1142;general;general
10687;236;231;84;Paraflocculus, granular layer;1143;general;general
10688;255;252;145;Paraflocculus, Purkinje layer;1144;general;general
10689;255;252;145;Paraflocculus, molecular layer;1145;general;general
10690;236;231;84;Flocculus, granular layer;1146;general;general
10691;255;252;145;Flocculus, Purkinje layer;1147;general;general
10692;255;252;145;Flocculus, molecular layer;1148;general;general
10693;114;213;105;Parasubiculum, layer 1;1149;general;general
10694;114;213;105;Parasubiculum, layer 2;1150;general;general
10695;114;213;105;Parasubiculum, layer 3;1151;general;general
10696;72;200;60;Postsubiculum, layer 1;1152;general;general
10697;72;200;60;Postsubiculum, layer 2;1153;general;general
10698;72;200;60;Postsubiculum, layer 3;1154;general;general
10699;89;185;71;Presubiculum, layer 1;1155;general;general
10700;89;185;71;Presubiculum, layer 2;1156;general;general
10701;89;185;71;Presubiculum, layer 3;1157;general;general
10702;126;208;75;Dentate gyrus, subgranular zone;1158;general;general
10703;126;208;75;Dentate gyrus, molecular layer;1159;general;general
10704;126;208;75;Dentate gyrus, polymorph layer;1160;general;general
10705;236;231;84;Lingula (I), granular layer;1161;general;general
10706;255;252;145;Lingula (I), Purkinje layer;1162;general;general
10707;255;252;145;Lingula (I), molecular layer;1163;general;general
10708;236;231;84;Lobule II, granular layer;1164;general;general
10709;255;252;145;Lobule II, Purkinje layer;1165;general;general
10710;255;252;145;Lobule II, molecular layer;1166;general;general
10711;236;231;84;Lobule III, granular layer;1167;general;general
10712;255;252;145;Lobule III, Purkinje layer;1168;general;general
10713;255;252;145;Lobule III, molecular layer;1169;general;general
10714;236;231;84;Lobule IV, granular layer;1170;general;general
10715;255;252;145;Lobule IV, Purkinje layer;1171;general;general
10716;255;252;145;Lobule IV, molecular layer;1172;general;general
10717;236;231;84;Lobule V, granular layer;1173;general;general
10718;255;252;145;Lobule V, Purkinje layer;1174;general;general
10719;255;252;145;Lobule V, molecular layer;1175;general;general
10720;236;231;84;Lobules IV-V, granular layer;1176;general;general
10721;255;252;145;Lobules IV-V, Purkinje layer;1177;general;general
10722;255;252;145;Lobules IV-V, molecular layer;1178;general;general
10723;236;231;84;Declive (VI), granular layer;1179;general;general
10724;255;252;145;Declive (VI), Purkinje layer;1180;general;general
10725;255;252;145;Declive (VI), molecular layer;1181;general;general
10726;236;231;84;Folium-tuber vermis (VII), granular layer;1182;general;general
10727;255;252;145;Folium-tuber vermis (VII), Purkinje layer;1183;general;general
10728;255;252;145;Folium-tuber vermis (VII), molecular layer;1184;general;general
10729;236;231;84;Pyramus (VIII), granular layer;1185;general;general
10730;255;252;145;Pyramus (VIII), Purkinje layer;1186;general;general
10731;255;252;145;Pyramus (VIII), molecular layer;1187;general;general
10732;236;231;84;Uvula (IX), granular layer;1188;general;general
10733;255;252;145;Uvula (IX), Purkinje layer;1189;general;general
10734;255;252;145;Uvula (IX), molecular layer;1190;general;general
10735;236;231;84;Nodulus (X), granular layer;1191;general;general
10736;255;252;145;Nodulus (X), Purkinje layer;1192;general;general
10737;255;252;145;Nodulus (X), molecular layer;1193;general;general
12096;51;185;50;Hippocampo-amygdalar transition area;1194;general;general
12160;255;253;188;Vestibulocerebellar nucleus;1195;general;general
12993;24;128;100;Somatosensory areas, layer 1;1196;general;general
12994;24;128;100;Somatosensory areas, layer 2/3;1197;general;general
12995;24;128;100;Somatosensory areas, layer 4;1198;general;general
12996;24;128;100;Somatosensory areas, layer 5;1199;general;general
12997;24;128;100;Somatosensory areas, layer 6a;1200;general;general
12998;24;128;100;Somatosensory areas, layer 6b;1201;general;general
13100;38;143;69;Frontal pole, layer 5-6;1202;general;general
13120;8;133;140;Laterointermediate area;1203;general;general
13150;8;133;140;Postrhinal area, layers 1-3;1204;general;general
13160;8;133;140;Postrhinal area, layers 4-6;1205;general;general
13170;24;128;100;Primary somatosensory area, unassigned, layers 1-3;1206;general;general
13190;24;128;100;Primary somatosensory area, unassigned, layers 4-6;1207;general;general
13200;255;144;255;Supraoculomotor periaqueductal gray;1208;general;general
13210;51;185;50;Area prostriata;1209;general;general
13220;255;144;255;Retroparafasicular nucleus;1210;general;general
13230;255;144;159;Ethmoid nucleus of the thalamus;1211;general;general
14000;204;204;204;white matter, unspecified;1212;general;general
14144;255;186;134;Peritrigeminal zone;1213;general;general
14145;204;204;204;supra-callosal cerebral white matter;1214;general;general
14146;255;186;134;Parvicellular motor 5 nucleus;1215;general;general
14147;255;186;134;Intertrigeminal nucleus;1216;general;general
14148;0;159;172;Rostrolateral area, layers 4-6;1217;general;general
14149;0;159;172;Rostrolateral area, layers 1-3;1218;general;general
